sentence,option1,option2,answer
The picture frame stayed on the wall while the mirror fell down since the _ was lighter.,mirror,frame,2
Adam had a personality disorder that caused rudeness to happen. _ was a negative effect.,personality disorder,rudeness,2
"At the corn maze, Kayla laughs as they try to find Amy, and eventually _  appears.",Kayla,Amy,2
"At the corn maze, Kayla laughs as they try to find Amy, and eventually _ gives up.",Kayla,Amy,1
The tickets for the band concert sold out very quickly. The _ were very popular because they were cheap.,tickets,band,1
Nelson got a lien put on his house so Eric lent him some money which _ promised to pay back as soon as possible.,Nelson,Eric,1
Nelson got a lien put on his house so Eric lent him some money which _ expected to be paid back as soon as possible.,Nelson,Eric,2
"His mask was convincing enough to get him into the building, but he was stopped at the office, since the _ had weaker security.",building,office,1
We disciplined our dog to fetch the stick instead of the bone since the _ was rigid.,stick,bone,2
Sarah wanted to get a new kitten for Elena but _ didn't know if she would like one.,Sarah,Elena,1
Francine wanted to wears socks with her skirt but her mother said stockings were more ladylike. The _ were better for a casual outing.,stockings,socks,2
The wind blew the rake from Adam's reach while he was trying to clean up the leaves. Adam chased after the _ .,wind,rake,2
Adam wore the t-shirt to the meeting even though Dennis told them it was formal because _ is compliant.,Adam,Dennis,2
The exercise ball helped the man's back more than the treadmill because the _ was high impact.,ball,treadmill,2
Caring for the cats was easier than caring for the dogs at times since the _ were hyper.,cats,dogs,2
"The man in detox had to choose between puking on the floor or in the toilet. Unfortunately, he did it on _ .",toilet,floor,2
I tried to get rid of my sofa at the dump but the _ was too cumbersome to access.,sofa,dump,2
Her hair grew better with the shampoo so we threw out the vitamin bottle as the _ was aged.,shampoo,vitamin,2
I liked to use rosemary in my dishes.  I couldn't decide if I wanted to make steak or pasta.  I wanted something meaty so I chose _ .,steak,pasta,1
"I tried to put my new gloves on, but they didn't fit my fingers, because the _ were too small.",gloves,fingers,1
"I tried to put my new gloves on, but they didn't fit my fingers, because the _ were too fat.",gloves,fingers,2
Jennifer was very bad at planning things as opposed to Tanya because _ was a spontaneous person.,Jennifer,Tanya,1
"In the mornings, Aaron can hit the snooze button a lot, and Samuel can't. _ has to be at work at 10 am.",Aaron,Samuel,1
"Despite winning the lottery, Lindsey refused to loan Jennifer money to pay bills, because _ was greedy.",Lindsey,Jennifer,1
"My new routine was going to fit in my schedule, because the _ was very empty.",routine,schedule,2
"My new routine was going to fit in my schedule, because the _ was very quick.",routine,schedule,1
Jason requested Logans assistance with their federal taxes but _ had no idea what to do.,Jason,Logan,2
"The contractor wanted to install a marble counter into the new house, but the _ was too cheap.",counter,contractor,2
"Cleaning the kitchen has never bothered Mary, while cleaning her bedroom does bother her. The _ isn't as clean to start with.",kitchen,bedroom,2
Craig accidently kicked his friend Jeffrey's ankle and now _ doesn't know how to reduce the pain..,Craig,Jeffrey,2
Jessica was better at fasting than Emily was because _ was always full through the day.,Jessica,Emily,1
I decided to order takeout from the Indian restaurant even though the Chinese restaurant is cheaper. The _ has the best food.,Indian restaurant,Chinese restaurant,1
"In a hurricane, one may have to go into the basement or onto the roof, because you will need to go to the _ if the flooding is most dangerous.",roof,basement,1
"Dennis made a blue outfit while Aaron made a pink outfit for the baby, _ was expecting a boy.",Dennis,Aaron,1
"Dennis made a blue outfit while Aaron made a pink outfit for the baby, _ was expecting a girl.",Dennis,Aaron,2
Victoria got the bandages from the cabinet and brought them over to Rachel's bedside. _ woke up to get the the dressing on her wound changed.,Victoria,Rachel,2
"Amy planned to cook spaghetti for dinner and Katrina planned to cook london broil, _ was a vegetarian.",Amy,Katrina,1
Jessica picked a white and pink flower corsage for prom but not Victoria because _ went with a date.,Jessica,Victoria,1
It was not possible to remove all the rust from the foil. The _ was too old.,Foil,Rust,1
Nelson had an easy time writing stories but Joel struggled with it. _ had taken creative writing classes at the local community college.,Nelson,Joel,1
Nelson had an easy time writing stories but Joel struggled with it. _ had taken welding classes at the local community college.,Nelson,Joel,2
Samantha used ladders a lot at work but Carrie did not because _ was a house painter.,Samantha,Carrie,1
Samantha used ladders a lot at work but Carrie did not because _ was a computer technician.,Samantha,Carrie,2
Rachel but not Angela bought toothpaste that would eradicate bacteria because _ had a mild case of gum disease.,Rachel,Angela,1
Rachel but not Angela bought toothpaste that would eradicate bacteria because _ did not have a mild case of gum disease.,Rachel,Angela,2
"Since the man's heart was feeling well, between exercise and rest, he chose the _ .",exercise,rest,1
"In the winter, I often put on a heavy coat and stand by a roasting fire to let the _ insulate heat.",heavy coat,roasting fire,1
"In the winter, I often put on a heavy coat and stand by a roasting fire to let the _ radiate heat.",heavy coat,roasting fire,2
"Jerry quickly swept a stray sock under his bed, making his bedroom appear tidy by using the _ to cover his mess.",bed,sock,1
"The doctor put on plastic gloves to put the tube into the patient's stomach, so that the _ could be thrown away later.",tube,gloves,2
Erin no longer loved Kayla so _ smiled as they walked out the door of their house.,Erin,Kayla,1
Erin no longer loved Kayla and _ cried as they walked out the door of their house.,Erin,Kayla,2
The emerald was bigger than the ruby so the _ was the more affordable gem.,emerald,ruby,2
Betty did not know how to write but Carrie did so _ had to help others to fill out the application.,Betty,Carrie,2
"After tiring myself out by hiking on uphill and downhill trails all day, I wanted to stop because the next stretch was the _ trail.",uphill,downhill,1
Jeffrey has a very good lifestyle compared to Steven because _ works and never goes on vacation.,Jeffrey,Steven,2
Natalie used Patricia's shower and thought it was very dirty. _ felt indifferent while in the bathroom.,Natalie,Patricia,2
Kevin found running the marathon easier than Dennis. _ had repeatedly meant to stop smoking.,Kevin,Dennis,2
Kevin found running the marathon easier than Dennis. _ had finally decided to stop smoking.,Kevin,Dennis,1
"The blue bin was for plastic and the red bin was for paper, so Katelyn threw the _ into the red bin.",plastic,paper,2
"Gary's wife could sleep in the bed or on the couch, but chose the _ because Gary was snoring.",couch,bed,1
"Gary's wife could sleep in the bed or on the couch, but chose the _ because Gary had stopped snoring.",couch,bed,2
Matthew likes earthworms more compared to Joseph because _ always steps on them when he gets the newspaper.,Matthew,Joseph,2
Matthew hates earthworms more compared to Joseph because _ always steps on them when he gets the newspaper.,Matthew,Joseph,1
"Christine knew that Kayla didn't like roses, but _ didn't mind them in the bouquet.",Christine,Kayla,2
"Christine knew that Kayla didn't like roses, so _ asked for none in the bouquet.",Christine,Kayla,1
Nick tried to reduce the work hours for Derrick because _ did not need that much help.,Nick,Derrick,1
The fever soon went away for Cynthia but not Victoria because _ had scarcely kept hydrated.,Cynthia,Victoria,2
Mary wanted to serve wine to her friends but served beer instead because she thought alcohol concentration of the _ was inappropriate.,wine,beer,1
"Acne is the reason Leslie is paying a visit to Samuel office today, _ knows acne could be this bad.",Leslie,Samuel,2
"Ryan is going to be the CEO of the business they're starting with Aaron, so _ feels slighted.",Ryan,Aaron,2
Emily takes prescription medicine for their pain but Cynthia only uses essential oil as _  have experienced issues with addiction.,Emily,Cynthia,2
Emily takes prescription medicine for their pain but Cynthia only uses essential oil as _ does not have issues with addiction.,Emily,Cynthia,1
Brett gave Aaron a dozen fresh eggs because _ lived on a farm with chickens.,Brett,Aaron,1
"Wanting a new experience, the man took his date to the garden instead of the theater because they had often been  to the _ before.",garden,theater,2
"Wanting a new experience, the man took his date to the garden instead of the theater because they had never been to the _ before.",garden,theater,1
Cynthia chose to wear a bikini at the beach. Christine copied her and wore the same bikini. _ was annoyed.,Cynthia,Christine,1
Derrick studied how to crochet but Hunter did not. _ bought some cute little booties for their dog.,Derrick,Hunter,2
"The woman's iron levels are where they should be, but she needs more potassium. The _ levels are concerning.",iron,potassium,2
"Brian gave Joseph a haircut to trim their ends, because _ had money to pay them.",Brian,Joseph,2
